Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Fox,observed animal,,1,1,,0,,0,1849,,,0,"Gunnison, Lt. J.W.",jwgu,1849,Second Hand,continental,Gunnison comments based on interview with Jim Bridger,military personnel,Non to Official,M,Yellowstone area,"described Lake, geysers, falls. Observation was a general discussion with another explorer about past conditions","Lt. J. W. Gunnison, Jim Bridger",,,at Great Salt Lake discussing GYE,1849,,0,1849,,0,0,Gunnison 1852,151,Gunnison,1852,,,,,
Unknown,assumption,gunning,,1,,0,,0,1871,summer,August,7,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,"shores of Yellowstone Lake, south of West Thumb",,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,151,"Merrill, Marlene Deahl",1999,,,,,
,,,,0,,1,biscuits & limited meat for dinner,0,1871,summer,August,7,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,"shores of Yellowstone Lake, south of West Thumb",,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,151,"Merrill, Marlene Deahl",1999,,,,,
Unknown,assumption,trap,,1,,0,,0,1812,fall,October,2,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,Teton Basin,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,152,Stuart,1935,,,,,
Grizzly Bear,attempted to kill,"shot, escaped wounded",1,1,,0,,0,1812,fall,October,2,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,Teton Basin,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,152,Stuart,1935,,,,,
Unknown,assumption,quest to hunt game,,1,,0,,0,1812,fall,October,2,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,Teton Basin,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,152,Stuart,1935,,,,,
Elk,killed animal,five,Less than 10,1,,0,,0,1812,fall,October,2,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,Teton Basin,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,152,Stuart,1935,,,,,
Elk,described parts,dead,Less than 10,1,,0,,0,1812,fall,October,2,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,Teton Basin,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,152,Stuart,1935,,,,,
,,,,0,,1,grouse was only chance for supper,0,1872,summer,August,13,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Lower Geyser Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,152,"Langford, Nathaniel P.",1873,,,,,
"Bear, unspecified",assumption,pursuit of a bear,Unknown,1,,0,,0,1872,summer,August,13,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Lower Geyser Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,152,"Langford, Nathaniel P.",1873,,,,,
"Bear, unspecified",assumption,desirous of killing a bear,Unknown,1,,0,,0,1872,summer,August,13,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Lower Geyser Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,152,"Langford, Nathaniel P.",1873,,,,,
Black Bear,observed animal,large brown or cinnamon,1,1,,0,,0,1872,summer,August,13,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Lower Geyser Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,152,"Langford, Nathaniel P.",1873,,,,,
,,,,0,,1,pack train with load of provisions,0,1872,summer,August,14,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Lower Geyser Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,152,"Langford, Nathaniel P.",1873,,,,,
Beaver,observed sign,dams,2,1,,0,,0,1812,fall,October,5,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,headed for present Teton Pass,"camped near present Leigh, Bear, and Teton Creeks","Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,153,Stuart,1935,,,,,
Grizzly Bear,killed animal,,1,1,,0,,0,1812,fall,October,5,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,headed for present Teton Pass,"camped near present Leigh, Bear, and Teton Creeks","Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,153,Stuart,1935,,,,,
Elk,described parts,meat,Less than 10,1,,0,,0,1812,fall,October,5,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,headed for present Teton Pass,"camped near present Leigh, Bear, and Teton Creeks","Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,153,Stuart,1935,,,,,
Bison,observed sign,tracks,Less than 10,1,,0,,1,1860,,,0,"Maynadier, Lieutenant HE",hema,1860,First Hand,continental,,military personnel,Official,M,Yellowstone from Big Horn to mountains,,"Captain WF Raynolds, Jim Bridger, Lieutenant Maynadier, Elliot Coues, Ferdinand Hayden",,"""organize an expedition for the explorationof the region…""",US Corps of Topo Engineers,1860,May,21,1860,July,4,1,Maynadier 1868,153,Maynadier,1868,,,,,
Pronghorn,observed sign,tracks,Less than 10,1,,0,,1,1860,,,0,"Maynadier, Lieutenant HE",hema,1860,First Hand,continental,,military personnel,Official,M,Yellowstone from Big Horn to mountains,,"Captain WF Raynolds, Jim Bridger, Lieutenant Maynadier, Elliot Coues, Ferdinand Hayden",,"""organize an expedition for the explorationof the region…""",US Corps of Topo Engineers,1860,May,21,1860,July,4,1,Maynadier 1868,153,Maynadier,1868,,,,,
Elk,observed sign,tracks,Less than 10,1,,0,,1,1860,,,0,"Maynadier, Lieutenant HE",hema,1860,First Hand,continental,,military personnel,Official,M,Yellowstone from Big Horn to mountains,,"Captain WF Raynolds, Jim Bridger, Lieutenant Maynadier, Elliot Coues, Ferdinand Hayden",,"""organize an expedition for the explorationof the region…""",US Corps of Topo Engineers,1860,May,21,1860,July,4,1,Maynadier 1868,153,Maynadier,1868,,,,,
Elk,observed animal,three,Less than 10,1,,0,,0,1863,spring,April,13,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,traveling to the divide between the Madison and Ruby Rivers,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,153,"Stuart, James",1876,,,,,
Elk,observed animal,,Less than 10,1,,0,,0,1863,spring,April,13,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,traveling to the divide between the Madison and Ruby Rivers,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,153,"Stuart, James",1876,,,,,
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1863,spring,April,13,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,traveling to the divide between the Madison and Ruby Rivers,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,153,"Stuart, James",1876,,,,,
Unknown,observed animal,maybe elk or horse,,1,,0,,0,1863,spring,April,13,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,looking into the Madison River Valley from the west,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,153,"Stuart, James",1876,,,,,
Unknown,observed animal,maybe bison or horse,,1,,0,,0,1863,spring,April,13,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,looking into the Madison River Valley from the west,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,153,"Stuart, James",1876,,,,,
Elk,observed animal,several,Less than 10,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Stevenson Island,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,153,"Merrill, Marlene Deahl",1999,,,,,
Beaver,observed animal,,1,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Stevenson Island,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,153,"Merrill, Marlene Deahl",1999,,,,,
"Deer, unspecified",observed animal,,Less than 10,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Stevenson Island,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,153,"Merrill, Marlene Deahl",1999,,,,,
Wolf,observed animal,,1,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Stevenson Island,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,153,"Merrill, Marlene Deahl",1999,,,,,
,,,,0,no rabbits were seen,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Stevenson Island,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,153,"Merrill, Marlene Deahl",1999,,,,,
Mouse,observed sign,mice or mole traces,1,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Stevenson Island,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,153,"Merrill, Marlene Deahl",1999,,,,,
Beaver,observed sign,good sign,1,1,,0,,0,1812,fall,October,8,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,south end of Jackson Hole,"camped on present Horse Creek, ~1/2 mile from Snake","Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
Pronghorn,observed animal,"great many, very wild",More than 500,1,,0,,0,1812,fall,October,8,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,south end of Jackson Hole,"camped on present Horse Creek, ~1/2 mile from Snake","Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
,,,,0,,1,had not a mouthful to eat,0,1812,fall,October,8,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,south end of Jackson Hole,"camped on present Horse Creek, ~1/2 mile from Snake","Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
Pronghorn,killed animal,"buck, poor",Less than 10,1,,0,,0,1812,fall,October,9,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,to Hoback River and upstream 6 miles,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
Beaver,killed animal,,1,1,,0,,0,1812,fall,October,9,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,to Hoback River and upstream 6 miles,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
,,,,0,,1,breakfasted on few trout & small duck,0,1812,fall,October,9,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,to Hoback River and upstream 6 miles,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
Beaver,observed sign,residence,2,1,,0,,0,1812,fall,October,10,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,6 more miles up the Hoback and up Shoal's Creek,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
Pronghorn,described parts,meat,Less than 10,1,,0,,0,1812,fall,October,11,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
Wolf,described parts,carcass,1,1,,0,,0,1812,fall,October,11,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,near Fish Creek,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,154,Stuart,1935,,,,,
Elk,described parts,meat,Less than 10,1,,0,,0,1863,spring,April,14,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,154,"Stuart, James",1876,,,,,
Unknown,observed animal,game scarce,,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Yellowstone Lake area,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,154,"Merrill, Marlene Deahl",1999,,,,,
Unknown,killed animal,3 or 4 animals,,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Yellowstone Lake area,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,154,"Merrill, Marlene Deahl",1999,,,,,
Unknown,observed animal,game abundant,,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Yellowstone Lake area,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,154,"Merrill, Marlene Deahl",1999,,,,,
Rabbit,observed animal,Lepus bairdii (snowshoe hare),1,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Yellowstone Lake area,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,154,"Merrill, Marlene Deahl",1999,,,,,
,,,,0,cannot be supplied with meat,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Yellowstone Lake area,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,154,"Merrill, Marlene Deahl",1999,,,,,
,,,,0,,1,got a supply of provisions,0,1877,summer,August,17,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Bozeman,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,154,"Weikert, Andrew J.",1900,,,,,
Bison,assumption,,Unknown,1,,0,,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,uppermost forks of Green River and followed them downstream,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
Bison,observed sign,old bull tracks,Less than 10,1,,0,,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,uppermost forks of Green River and followed them downstream,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
Pronghorn,observed animal,"few, wild",Less than 10,1,,0,,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,uppermost forks of Green River and followed them downstream,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
Beaver,assumption,quest for sign,Unknown,1,,0,,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,followed Green River,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
Beaver,observed sign,,1,1,,0,,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,followed Green River,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
Unknown,assumption,trap,,1,,0,,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,~3 1/2 miles downstream from Spring Creek,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
,,,,0,,1,supperless,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,~3 1/2 miles downstream from Spring Creek,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
Bison,assumption,hunt,Unknown,1,,0,,0,1863,spring,April,14,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,155,"Stuart, James",1876,,,,,
Bison,killed animal,,Less than 10,1,,0,,0,1863,spring,April,14,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,155,"Stuart, James",1876,,,,,
Unknown,observed animal,game of every kind,,1,,0,,0,1871,summer,,0,"Raymond, Rossiter W.",rora,1871,First Hand,continental,,civilian official,Non to Official,M,"Gilman Sawtell Ranch, shore of Henry's Lake",,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Raymond 1880,155,"Raymond, Rossiter W.",1880,,,,,
"Deer, unspecified",described parts,hind quarters,Less than 10,1,,0,,1,1877,summer,August,24,"Carpenter, Frank",frca,1877,First Hand,regional,,civilian official,Non to Official,M,Nez Perce Creek camp,,"Mr Cowan, Mrs Cowan, Houston, Frank Carpenter, Ida Carpenter, Oldham, Dingee, Myers, Mann",,visitors,partially captured by Nez Perce,1877,August,6,1877,August,24,1,Guie & McWhorter 1935,155,Guie & McWhorter,1935,,,,,
"Deer, unspecified",described parts,hind quarters,Less than 10,1,,0,,1,1877,summer,August,24,"Carpenter, Frank",frca,1877,First Hand,regional,,civilian official,Non to Official,M,Nez Perce Creek camp,,"Mr Cowan, Mrs Cowan, Houston, Frank Carpenter, Ida Carpenter, Oldham, Dingee, Myers, Mann",,visitors,partially captured by Nez Perce,1877,August,6,1877,August,24,1,Guie & McWhorter 1935,155,Guie & McWhorter,1935,,,,,
,,,,0,,1,caught more fish than can eat,0,1877,summer,August,18,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Yellowstone River,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,155,"Weikert, Andrew J.",1900,,,,,
